discovery keyword,channel name,URL,emails,total subs,AVG views,AVG engagement,date recorded,sampleSize
skull candy review,MAQ NIYAZI,https://www.youtube.com/channel/UCfPMqMrltF-EYRKTEuj0dKQ,testEmail,1209,347.05555555555554,0.12319325040725432,2018-04-30 11:16:07.399698,19.0
skull candy review,Geekman,https://www.youtube.com/channel/UCMKqBUspKvrR3J-OpXQn9bQ,testEmail,4898,1197.142857142857,0.046897374701670644,2018-04-30 11:16:08.971459,8.0
best wireless headphones,G3AR - 'GreekGadgetGuru',https://www.youtube.com/channel/UCGjJOXtT9nXYgjFFzRDdaTA,testEmail,541622,28904.6,0.05010967112501124,2018-04-30 11:16:15.377607,6.0
best wireless headphones,TechnoNerd,https://www.youtube.com/channel/UCeDqLK6FAytkaFEXRd443Pw,testEmail,69978,3686.0,0.014288298064749502,2018-04-30 11:16:16.926522,7.0
best wireless headphones,Tian Wu,https://www.youtube.com/channel/UC06eyiLbNX007OiW_VCsRIw,testEmail,7493,12489.208333333334,0.016866735528049362,2018-04-30 11:16:20.584291,25.0
best wireless headphones,Incredibles !,https://www.youtube.com/channel/UCyiTWmZehWpNqGE3ruA8rqg,testEmail,109431,62228.04347826087,0.010598785206818773,2018-04-30 11:16:23.931832,25.0
best wireless headphones,Danny Winget,https://www.youtube.com/channel/UCGq7ov9-Xk9fkeQjeeXElkQ,testEmail,345305,113429.5,0.019258658461863976,2018-04-30 11:16:25.018065,4.0
best wireless headphones,Amanda Woolsey,https://www.youtube.com/channel/UCMvFpZt2EfFnfPHXusmmIQg,testEmail,40985,18764.08695652174,0.026897569516853813,2018-04-30 11:16:27.784353,25.0
best wireless headphones,DailyTekk,https://www.youtube.com/channel/UC-tZk0bsaiq9KANWZ2BPO8w,testEmail,90334,39305.36363636364,0.026439267911116938,2018-04-30 11:16:30.646757,25.0
best wireless headphones,The Unboxers,https://www.youtube.com/channel/UCOmn6l7z7e-vFX3TybUvHPw,testEmail,5110,25131.347826086956,0.014120450064386357,2018-04-30 11:16:33.975116,25.0
best wireless headphones,TJ Davidson,https://www.youtube.com/channel/UClfY-Ms-yc9DAeP7uLDG_NQ,testEmail,45332,4207.952380952381,0.05479647379677934,2018-04-30 11:16:36.801852,22.0
best wireless headphones,Tech to Pick,https://www.youtube.com/channel/UCl4PNwhQbdyVyaPc12ookVw,testEmail,4644,3370.3571428571427,0.01937056267881742,2018-04-30 11:16:39.281768,15.0
best wireless headphones,Ur Random Geek,https://www.youtube.com/channel/UCvxQ36lH2KXZstVt0-lTB9Q,testEmail,6861,1328.157894736842,0.07678422825440857,2018-04-30 11:16:42.179531,20.0
audio technica review,Super* Review,https://www.youtube.com/channel/UCLt1ZCWX6QCDWVUElrY5_qA,testEmail,1379,5103.307692307692,0.01760547457908144,2018-04-30 11:16:49.082708,14.0
audio technica review,Carlos Delgado,https://www.youtube.com/channel/UCfr55bMg3ILQB0Z4KyIUQOg,testEmail,8209,7374.0,0.018614477609809717,2018-04-30 11:16:52.073050,21.0
audio technica review,TheAngryHoneyBadger,https://www.youtube.com/channel/UC7foeIw1ZW7BaqHAUfFgRzg,testEmail,143530,13951.0,0.014085011827109167,2018-04-30 11:16:53.160014,4.0
audio technica review,Virtually Mainstream,https://www.youtube.com/channel/UCvuKREmvca1sSP7gdtKrenQ,testEmail,322,,,2018-04-30 11:16:54.114800,1.0
audio technica review,GYMCADDY,https://www.youtube.com/channel/UCW5cHxkagtxS59B48uvhHVQ,testEmail,13194,5669.333333333333,0.02711959078080903,2018-04-30 11:16:57.137877,25.0
audio technica review,Zococity,https://www.youtube.com/channel/UCti5EPH7uqDEC3SVa6EsvUA,testEmail,11191,2174.8571428571427,0.06726878612716763,2018-04-30 11:16:59.163156,15.0
audio technica review,9to5Mac,https://www.youtube.com/channel/UChjRM_qQAaOAiLNbOGbYcRA,testEmail,251360,25378.416666666668,0.028789298449569796,2018-04-30 11:17:01.882211,25.0
audio technica review,Gavin Fabiani-Laymond,https://www.youtube.com/channel/UCpszZTwKqdrdLyeTqG9XI4w,testEmail,1383,813.1818181818181,0.05086640581330353,2018-04-30 11:17:03.933345,12.0
audio technica review,Reuben Chng,https://www.youtube.com/channel/UCK04w-P1HZVWweAzG8SlXHQ,testEmail,5407,1341.75,,2018-04-30 11:17:05.155469,4.0
audio technica ATH-E70 review,Tech Altar,https://www.youtube.com/channel/UCTfdGCcqSQQ0bJJtKXMPkNw,testEmail,62,329.0,0.008139409156985477,2018-04-30 11:17:14.086142,24.0
audio technica ATH-E70 review,INhumanly PLAYS,https://www.youtube.com/channel/UCgGEylW3sYBwbdBfD9MKYnA,testEmail,184,13.4375,,2018-04-30 11:17:16.614666,18.0
audio technica ATH-E70 review,Packing Lite,https://www.youtube.com/channel/UCiTVZa6InO6COnn83fITbwQ,testEmail,4751,761.8333333333334,0.029534018814263836,2018-04-30 11:17:17.682587,6.0
audio technica ATH-E70 review,MusicStoreTV,https://www.youtube.com/channel/UCUEJwai3aOxohaNR3qndgFg,testEmail,45440,356.69565217391306,0.016668698196001946,2018-04-30 11:17:20.282213,25.0
audio technica ATH-E70 review,ิวิบูลย์ ประสิทธิ์วัฒนะกุล,https://www.youtube.com/channel/UC8V48bNWUmsOSEdq1LHkVkg,testEmail,0,,,2018-04-30 11:17:20.590589,0.0
audio technica ATH-E70 review,Tech Infusion,https://www.youtube.com/channel/UCjRfaQrOrGeQfOLuA5xSTIQ,testEmail,7814,4323.125,0.030359982651438484,2018-04-30 11:17:22.391308,9.0
audio technica ATH-E70 review,NightWolfPack,https://www.youtube.com/channel/UCzuB3zj88QRYk5tJItwxj_g,testEmail,125,150.95454545454547,0.04787714543812104,2018-04-30 11:17:26.109409,24.0
audio technica ATH-E70 review,On A studentbudget,https://www.youtube.com/channel/UCDgyR3ltmwKkFVszxYyClGw,testEmail,1642,2746.153846153846,0.017759103641456584,2018-04-30 11:17:28.368433,14.0
audio technica ATH-E70 review,JustMusic,https://www.youtube.com/channel/UCGEgeZsE-MwJTpaTGdXExsw,testEmail,1557,990.2857142857143,0.007068667051356029,2018-04-30 11:17:30.605523,15.0
audio technica ATH-E70 review,Юрий Довгорук,https://www.youtube.com/channel/UC-pLN8V5P-q3-clNYvZSaew,testEmail,184,35.36363636363637,0.0,2018-04-30 11:17:32.567949,12.0
audio technica ATH-E70 review,tekvasionhd,https://www.youtube.com/channel/UC3CRCVa3fR2xg97zAXkvIHw,testEmail,18,3698.0,0.01081665765278529,2018-04-30 11:17:33.574418,2.0
audio technica ATH-E70 review,The Mohawk Guy,https://www.youtube.com/channel/UCy6eJZ5vw8VRVNjOdGCSjgQ,testEmail,211,,,2018-04-30 11:17:34.299917,0.0
audio technica ATH-E70 review,PureTech Reviews,https://www.youtube.com/channel/UCtXJwnvuiOFvI23Et3pFimA,testEmail,31,5586.8,0.006873344311591608,2018-04-30 11:17:35.162005,5.0
audio technica ATH-E70 review,Poc Network // Tech,https://www.youtube.com/channel/UCDND8kF3xsIKkfpRZAqnP0A,testEmail,0,138.56521739130434,0.025716452253948332,2018-04-30 11:17:38.354545,25.0
audio technica ATH-E70 review,DennisCNLew,https://www.youtube.com/channel/UCd8XAa3piJJU0IAaMSdC6gw,testEmail,11205,13986.208333333334,0.014871793344038323,2018-04-30 11:17:41.669988,25.0
audio technica ATH-E70 review,Bad Guy Good Audio Reviews,https://www.youtube.com/channel/UCIw1An1OUp4XIv_h6si2etQ,testEmail,4393,2841.3809523809523,0.04189323220981201,2018-04-30 11:17:44.137565,22.0
audio technica ATH-E70 review,GdgtCompare.com,https://www.youtube.com/channel/UC1iPxUQCHBh4o3xwJltv-bw,testEmail,8261,912.8,0.013584574934268187,2018-04-30 11:17:46.930419,16.0
audio technica ATH-E70 review,Smart Gen Hub,https://www.youtube.com/channel/UC2ccEDYyyqSb_cJi4P3E6Ig,testEmail,221,464.5,0.0281664872622892,2018-04-30 11:17:49.091488,13.0
audio technica ATH-E70 review,LORELYNF,https://www.youtube.com/channel/UCmA9AwHwRQtBghd4GIT5eag,testEmail,163011,32855.5,0.034933268402550566,2018-04-30 11:17:50.909945,13.0
audio technica ATH-E70 review,Masonry Studios,https://www.youtube.com/channel/UCgdmTepi7ghtnLJcA5exqWg,testEmail,2,19.8,,2018-04-30 11:17:53.153974,16.0
audio technica ATH-E70 review,ProjectRecton,https://www.youtube.com/channel/UClMoOZW0HbE1q12FyPKF6MQ,testEmail,115,958.95,0.0160269540842042,2018-04-30 11:17:56.287499,22.0
best headphones for streaming,ChilledCow,https://www.youtube.com/channel/UCSJ4gkVC6NrvII8umztf0Ow,testEmail,1484506,86136.72727272728,0.04789795082659281,2018-04-30 11:18:04.525006,23.0
best headphones for streaming,summit1g,https://www.youtube.com/channel/UC9XKrQI5N24RDzZA8fheEjg,testEmail,496256,132996.65217391305,0.023751509587210583,2018-04-30 11:18:07.746203,23.0
best headphones for streaming,Daily Twitch,https://www.youtube.com/channel/UCmCcLJqodUkQmExYXIIWrHw,testEmail,97996,87919.70833333333,0.022976916170569746,2018-04-30 11:18:10.798204,25.0
best headphones for streaming,Podcast Fast,https://www.youtube.com/channel/UCLCL_RHPBGMZsK3wNQMBO1Q,testEmail,7176,9257.875,0.014620729277287822,2018-04-30 11:18:14.095645,25.0
best headphones for streaming,Interesting Gadgets,https://www.youtube.com/channel/UCSmaqw1DCx7fMBsXylhM16g,testEmail,30,5.043478260869565,,2018-04-30 11:18:18.305871,25.0
best headphones for streaming,Cb74,https://www.youtube.com/channel/UCE2MHA10-AcbPgVbqNdYRUQ,testEmail,0,2344.6521739130435,0.06242319162099606,2018-04-30 11:18:21.404409,24.0
best headphones for streaming,Stevie Richards,https://www.youtube.com/channel/UCqGbBVZK3PoUIVtoTldr_2A,testEmail,27361,535.0869565217391,0.06990724667656495,2018-04-30 11:18:24.748789,25.0
best headphones for streaming,Cole Review,https://www.youtube.com/channel/UCN4iMoQsmgoVqxUrpqFljhQ,testEmail,274,2234.782608695652,0.006421044098573281,2018-04-30 11:18:27.848063,25.0
best headphones for streaming,Korleone,https://www.youtube.com/channel/UC8B0JGK8CKnewe1KBoNpvEw,testEmail,863,6173.04347826087,0.008906183969573178,2018-04-30 11:18:31.579530,25.0
best headphones for streaming,hollywoodfrodo,https://www.youtube.com/channel/UCuEnyJNRt1-wM1CxvdqrNwQ,testEmail,23889,229.64285714285714,0.050388802488335924,2018-04-30 11:18:33.600845,15.0
best headphones for streaming,PremierClips,https://www.youtube.com/channel/UCnpoV1inTj6FXezeD7Y2a7Q,testEmail,26247,10395.0,0.01398962014904044,2018-04-30 11:18:37.008220,25.0
best headphones for streaming,MCL LUNATIC,https://www.youtube.com/channel/UClvmcTASELZqjIw5Wz64MXQ,testEmail,38,7.75,,2018-04-30 11:18:38.185974,4.0
best headphones for streaming,PewDiePie,https://www.youtube.com/channel/UC-lHJZR3Gqxm24_Vd_AJ5Yw,testEmail,62335395,4580948.541666667,0.06862343724739511,2018-04-30 11:18:40.833522,25.0
best headphones for streaming,Geek Street,https://www.youtube.com/channel/UCj2xtCfUX4tY0AouuOvEhNA,testEmail,14504,239.22222222222223,0.034181191483120245,2018-04-30 11:18:43.623537,19.0
best headphones for streaming,phototristan,https://www.youtube.com/channel/UCwaaV6YJs5FqQ6I8ad2DdCw,testEmail,11549,386.0,0.06476683937823834,2018-04-30 11:18:44.864880,5.0
best headphones for streaming,BOBdotEXE,https://www.youtube.com/channel/UCStF2E9_qNtoJnxi92XZysQ,testEmail,33645,1520.1666666666667,0.03695127822559502,2018-04-30 11:18:48.035648,25.0
best headphones for streaming,baoan infinite,https://www.youtube.com/channel/UCXwnjPcReq_UfRGEXLqlWNA,testEmail,5,5.176470588235294,,2018-04-30 11:18:50.336596,19.0
best headphones for streaming,Anthony Moss,https://www.youtube.com/channel/UCQYMRkp4h_sQh5DWE0uw6pw,testEmail,3892,1104.375,0.004326227755769352,2018-04-30 11:18:51.883850,9.0
best headphones for streaming,TechCrunch,https://www.youtube.com/channel/UCCjyq_K1Xwfg8Lndy7lKMpA,testEmail,347514,4468.208333333333,0.02022947141459531,2018-04-30 11:18:54.681509,25.0
best headphones for streaming,Jimmy Lewis,https://www.youtube.com/channel/UCYbQwWNu_uBliM5XqRO694w,testEmail,0,26.8,,2018-04-30 11:18:55.893597,6.0
best headphones for streaming,kamikaze s0undwavez,https://www.youtube.com/channel/UCfN_583XI1dkxtS1mxJ9jVA,testEmail,217,78.9,0.1356147021546261,2018-04-30 11:18:57.792309,10.0
best headphones for streaming,Ninja,https://www.youtube.com/channel/UCAW-NpUFkMyCNrvRSSGIvDQ,testEmail,9696813,3979172.25,0.03465501670532142,2018-04-30 11:19:00.357392,25.0
monolith m1060 review,Joshua Valour,https://www.youtube.com/channel/UCx9bOYEjkevIDYONBAstK-A,testEmail,1103,426.4347826086956,0.0986609570418706,2018-04-30 11:19:09.015608,25.0
monolith m1060 review,ZadiusTech,https://www.youtube.com/channel/UCpyccToYyxo1HW6en0-UN5w,testEmail,0,476.5,0.04386149003147954,2018-04-30 11:19:11.049271,11.0
monolith m1060 review,The Master Switch,https://www.youtube.com/channel/UCgH23eAeFHbpOjNkVq7a1YA,testEmail,1277,636.6086956521739,0.028943046777017548,2018-04-30 11:19:14.514242,25.0
monolith m1060 review,Alex Mattaliano,https://www.youtube.com/channel/UCetkgWvdPFjruMeByBucP5g,testEmail,260,5401.0,0.03698389187187558,2018-04-30 11:19:15.471048,4.0
monolith m1060 review,Damir Franc,https://www.youtube.com/channel/UCMpZ_fKWmTeZEOLy9PFfFxg,testEmail,75786,5145.913043478261,0.04708675521308595,2018-04-30 11:19:18.315453,25.0
monolith m1060 review,ZeosPantera,https://www.youtube.com/channel/UCQQR-Lu1vjEgNwC2hhE_J-w,testEmail,16773,4315.0,0.04016493356006682,2018-04-30 11:19:22.240327,23.0
monolith m1060 review,KT Chang,https://www.youtube.com/channel/UCw13mCvOa68vRzJVPSJsMEQ,testEmail,41,,,2018-04-30 11:19:22.861594,0.0
monolith m1060 review,Monoprice,https://www.youtube.com/channel/UCo5CResZOuKxO2_1QMd0q5g,testEmail,43232,4967.136363636364,0.008928977589593155,2018-04-30 11:19:26.109537,25.0
monolith m1060 review,kenshinesca,https://www.youtube.com/channel/UCRH1RFyRPRza-KF2yhHUINw,testEmail,141,216.69230769230768,0.03605659516202647,2018-04-30 11:19:28.698403,15.0
monolith m1060 review,Mickxal,https://www.youtube.com/channel/UCeMqglW6dqiYN55xLonr8_g,testEmail,342,171.0,,2018-04-30 11:19:30.540554,11.0
monolith m1060 review,Steve Guttenberg Audiophiliac,https://www.youtube.com/channel/UC9wBmplRUhaCi-aNrkfgeTg,testEmail,14752,6297.24,0.05229919452174999,2018-04-30 11:19:33.266762,25.0
headphone amps,Kirby Meets Audio,https://www.youtube.com/channel/UCOuow_HIYmeaIqi42zVs3qg,testEmail,136877,29013.0,0.029076545896217436,2018-04-30 11:19:41.920693,25.0
headphone amps,Music Bliss Malaysia,https://www.youtube.com/channel/UCSLzK8E0i7tDFykDt0EFgrw,testEmail,3945,739.9333333333333,0.042441886656455534,2018-04-30 11:19:44.533389,17.0
headphone amps,Charles Simon,https://www.youtube.com/channel/UCXIRc64yLt44K_vJicRr1mA,testEmail,80,816.3913043478261,0.007553567307521613,2018-04-30 11:19:49.081280,25.0
headphone amps,Ulrich Peise,https://www.youtube.com/channel/UCPeJrAtwnQpPTCgVFlZKg8g,testEmail,8541,42.8,0.11292834890965732,2018-04-30 11:19:50.638200,6.0
headphone amps,CircuitsandCoffee,https://www.youtube.com/channel/UClVP9vnpAnJZXxaaO5uLjhg,testEmail,13519,3471.181818181818,0.09284236440300657,2018-04-30 11:19:52.651646,12.0
headphone amps,Joker Productions,https://www.youtube.com/channel/UCVJtDvrR27PQBcsVGZp3Law,testEmail,119978,6410.0,0.10854091306509404,2018-04-30 11:19:54.444981,14.0
headphone amps,HeadphoneAddictCOM,https://www.youtube.com/channel/UCJTVYdc9uLLw9r2E8ox9ZhA,testEmail,2999,4107.0,0.020351432513594673,2018-04-30 11:19:56.956190,13.0
headphone amps,EEVblog,https://www.youtube.com/channel/UC2DjFE7Xf11URZqWBigcVOQ,testEmail,530817,45352.625,0.049577174419341764,2018-04-30 11:19:59.660348,25.0
headphone amps,Make:,https://www.youtube.com/channel/UChtY6O8Ahw2cz05PS2GhUbg,testEmail,1606560,22328.041666666668,0.02526831673857831,2018-04-30 11:20:02.309377,25.0
headphone amps,Bay Bloor Radio,https://www.youtube.com/channel/UCxwgsoSXXcgeq1-SW-v0XAQ,testEmail,0,7160.166666666667,0.0039516004255569686,2018-04-30 11:20:05.506156,19.0
headphone amps,JohnAudioTech,https://www.youtube.com/channel/UC8SPQG7er2RJhz4E8xvFEtw,testEmail,18570,3752.25,0.05829835432074089,2018-04-30 11:20:06.824858,4.0
headphone amps,Ryan Urlacher,https://www.youtube.com/channel/UC4jEJu1wGktdUeGcFj4VR0g,testEmail,51054,5321.791666666667,0.040729785823873606,2018-04-30 11:20:10.106427,25.0
headphone amps,TopProducts.com,https://www.youtube.com/channel/UC31bwDAoLeVG13H2HIVFPTw,testEmail,1676,48.708333333333336,,2018-04-30 11:20:13.148849,25.0
headphone amps,Samson Technologies,https://www.youtube.com/channel/UCZLmFeGmJ-dMkS4hN20AW6A,testEmail,8011,625.3333333333334,0.015763021626561072,2018-04-30 11:20:14.503442,7.0
headphone amps,Sonic Electronix,https://www.youtube.com/channel/UCl76vrtVLcPPnOSIHVs8HMg,testEmail,170910,15267.782608695652,0.009805624612592396,2018-04-30 11:20:17.878188,25.0
best in ear headphones,Tech Tricks Talk,https://www.youtube.com/channel/UC9PmXBq4cSgRjlAi2PJPJYg,testEmail,9239,4223.916666666667,0.003797817980941858,2018-04-30 11:20:26.121570,25.0
best in ear headphones,Geekster's Amazing Gadgets,https://www.youtube.com/channel/UCrKPVYH-80qUVt_7Kvbtxtg,testEmail,24516,4407.6,0.005626644886105816,2018-04-30 11:20:27.393826,5.0
best in ear headphones,Practical Worship,https://www.youtube.com/channel/UCTKdlfc7rbYPVvZCgtIEbyw,testEmail,5400,1026.2222222222222,0.04598852317020355,2018-04-30 11:20:29.583624,9.0
best in ear headphones,Trakin Tech,https://www.youtube.com/channel/UCEPL07qzVsOcHd3sMUws65g,testEmail,544305,22054.428571428572,0.07822853848595358,2018-04-30 11:20:31.229088,8.0
best in ear headphones,FrenchToast Philip,https://www.youtube.com/channel/UCOTL48Lm11gdTjWDK0GlaTw,testEmail,10688,4612.958333333333,0.017712783734226953,2018-04-30 11:20:34.825044,25.0
best in ear headphones,Absolute Music,https://www.youtube.com/channel/UCOl1I3_kZkSRLR-UElFO19Q,testEmail,8901,3375.076923076923,0.01467772814294831,2018-04-30 11:20:37.088199,14.0
best in ear headphones,TechFocus,https://www.youtube.com/channel/UCr5-4vlEX5yrCpx7Tbf4j4Q,testEmail,11111,2242.1363636363635,0.04767503936316149,2018-04-30 11:20:40.429875,23.0
best in ear headphones,WorldwideTrends,https://www.youtube.com/channel/UCal_YfweO77d2DmHVXCRXzg,testEmail,3540,,,2018-04-30 11:20:41.193973,0.0
corsair review,Tech Deals,https://www.youtube.com/channel/UCCss3QxegBkF8BAetIo0qXA,testEmail,280016,19150.125,0.08502990624517247,2018-04-30 12:07:46.551889,9.0
corsair review,TechyTalk,https://www.youtube.com/channel/UCUisdiJrldTbaRS--p0-F5A,testEmail,4992,26637.4,0.008220140024729771,2018-04-30 12:07:49.337784,21.0
corsair review,OC3D TV,https://www.youtube.com/channel/UC_SN80_V2GymyCWM2oTYTeg,testEmail,206970,13000.666666666666,0.03831534280293319,2018-04-30 12:07:50.723265,9.0
corsair review,JoesTech,https://www.youtube.com/channel/UCTo8svlKSM8Q667oVs5rdUw,testEmail,3475,4025.2083333333335,0.02773328412653049,2018-04-30 12:07:54.239698,25.0
corsair review,Adamant IT,https://www.youtube.com/channel/UCURRdjIBFE8TDJlPOuiob3Q,testEmail,3900,262.06666666666666,0.0714830831849402,2018-04-30 12:07:56.919674,16.0
AKG review,Pocketnow,https://www.youtube.com/channel/UCO_vmeInQm5Z6dEZ6R5Kk0A,testEmail,1560431,46483.61538461538,0.0564561912207981,2018-04-30 12:08:04.550699,13.0
AKG review,Android Authority,https://www.youtube.com/channel/UCgyqtNWZmIxTx3b6OxTSALw,testEmail,3041425,50484.708333333336,0.038228895469459664,2018-04-30 12:08:07.202384,25.0
AKG review,TechDaily,https://www.youtube.com/channel/UCAl07YZamCkD9BU4GXUMocQ,testEmail,30117,2788.304347826087,0.03327693835014787,2018-04-30 12:08:10.682407,25.0
AKG review,Phone Battles,https://www.youtube.com/channel/UCtr_4TnjzulPJQ9UjNrnvZA,testEmail,57525,5593.086956521739,0.024531624655224443,2018-04-30 12:08:13.893211,25.0
AKG review,TEK,https://www.youtube.com/channel/UCk5BKXc2dWp_M0vLInxb90w,testEmail,1898,4912.5,0.015504664970313825,2018-04-30 12:08:16.487862,25.0
AKG review,Infinite Loop,https://www.youtube.com/channel/UCvmZV1aPBPB70b8qPuaO_HQ,testEmail,5425,2507.75,0.013587588620204902,2018-04-30 12:08:19.656084,25.0
AKG review,Jimmy is Promo,https://www.youtube.com/channel/UCenU8Lc_KuRTyJzs0t1Tteg,testEmail,103920,7335.714285714285,0.037293086660175265,2018-04-30 12:08:21.026253,8.0
AKG review,TechRage,https://www.youtube.com/channel/UCpM6wke1bCUFN6NCLKUjFVQ,testEmail,2131,4853.736842105263,0.016127563136378916,2018-04-30 12:08:23.682610,21.0
AKG review,"783,490 views",https://www.youtube.com/channel/UC54RCSClfn1Ag6DZ2FULVCw,testEmail,4246,2856.625,0.004025729663501509,2018-04-30 12:08:26.867971,25.0
AKG review,Tech Man Pat,https://www.youtube.com/channel/UCK8lrK-LP49lYZ0q9Nn26ZQ,testEmail,1265,137.69565217391303,0.08835912009262183,2018-04-30 12:08:30.161912,25.0
